,h,r,t
2872,9577,2,11055
2873,9577,2,11055
2874,9577,2,11053
2875,9577,2,11055
2876,9577,2,11055
2877,9577,2,11053
2878,9577,2,11057
2879,9577,2,11055
2880,127,2,11055
2881,127,2,11057
2882,127,2,11057
2883,127,2,11055
2884,127,2,11056
2885,1707,2,11055
2886,1707,2,11053
2887,4713,2,11056
2888,4713,2,11053
2889,4713,2,11056
2890,5868,2,11053
2891,5868,2,11053
2892,5868,2,11057
2893,5868,2,11053
2894,5868,2,11053
2895,5868,2,11055
2896,5868,2,11053
2897,5868,2,11056
2898,10659,2,11053
2899,10659,2,11053
2900,10659,2,11056
2901,10659,2,11055
2902,10659,2,11055
2903,10659,2,11057
2904,10659,2,11054
2905,10659,2,11057
2906,10659,2,11055
2907,10659,2,11055
2908,10659,2,11055
2909,10659,2,11055
2910,10659,2,11053
2911,10659,2,11053
2912,10659,2,11056
2913,10659,2,11054
2914,10659,2,11053
2915,10659,2,11056
2916,10659,2,11056
2917,10659,2,11056
2918,10659,2,11054
2919,10659,2,11057
2920,10659,2,11054
2921,10659,2,11056
2922,10659,2,11056
2923,10659,2,11055
2924,10659,2,11054
2925,10659,2,11056
2926,10659,2,11053
2927,10659,2,11054
2928,10659,2,11055
2929,10659,2,11055
2930,10659,2,11057
2931,10659,2,11056
2932,10659,2,11054
2933,3432,2,11055
2934,3432,2,11053
2935,3432,2,11053
2936,3432,2,11055
2937,3432,2,11056
2938,3432,2,11053
2939,3432,2,11053
2940,3432,2,11053
2941,3432,2,11053
2942,3432,2,11053
2943,3432,2,11053
2944,4730,2,11056
2945,4730,2,11056
2946,5423,2,11053
2947,5423,2,11055
2948,5423,2,11053
2949,2609,2,11057
2950,2609,2,11054
2951,2609,2,11057
2952,2609,2,11057
2953,2609,2,11056
2954,2609,2,11057
2955,2609,2,11057
2956,2609,2,11053
2957,2609,2,11053
2958,7160,2,11053
2959,7160,2,11057
2960,7160,2,11056
2961,7160,2,11054
2962,7160,2,11053
2963,7160,2,11053
2964,7160,2,11057
2965,7160,2,11054
2966,7160,2,11053
2967,7160,2,11053
2968,7160,2,11057
2969,7160,2,11055
2970,7160,2,11053
2971,7160,2,11053
2972,7160,2,11053
2973,7160,2,11053
2974,513,2,11053
2975,513,2,11053
2976,513,2,11053
2977,513,2,11053
2978,4143,2,11055
2979,4143,2,11055
2980,4143,2,11055
2981,6310,2,11055
2982,6310,2,11056
2983,825,2,11055
2984,589,2,11055
2985,589,2,11053
2986,589,2,11055
2987,1168,2,11057
2988,1168,2,11053
2989,1168,2,11056
2990,1168,2,11056
2991,1168,2,11053
2992,1168,2,11053
2993,2301,2,11055
2994,2301,2,11055
2995,6906,2,11056
2996,6906,2,11057
2997,6906,2,11056
2998,6906,2,11057
2999,6906,2,11056
3000,6906,2,11056
3001,9027,2,11053
3002,9027,2,11053
3003,9027,2,11053
3004,9027,2,11053
3005,7391,2,11055
3006,7391,2,11055
3007,7391,2,11055
3008,7391,2,11055
3009,7391,2,11053
3010,2191,2,11053
3011,2191,2,11053
3012,2191,2,11055
3013,2191,2,11056
3014,2191,2,11055
3015,10216,2,11056
3016,10216,2,11056
3017,10216,2,11056
3018,7587,2,11055
3019,7587,2,11055
3020,2599,2,11054
3021,2599,2,11054
3022,2599,2,11054
3023,6087,2,11057
3024,6087,2,11055
3025,6087,2,11055
3026,6087,2,11055
3027,6087,2,11057
3028,6087,2,11055
3029,6087,2,11053
3030,6087,2,11053
3031,6087,2,11057
3032,6087,2,11055
3033,6087,2,11053
3034,6087,2,11055
3035,6087,2,11053
3036,6087,2,11054
3037,6087,2,11055
3038,6087,2,11053
3039,6087,2,11055
3040,6087,2,11053
3041,6087,2,11055
3042,6087,2,11055
3043,6087,2,11053
3044,6087,2,11055
3045,6087,2,11057
3046,6087,2,11055
3047,6087,2,11055
3048,6087,2,11055
3049,6087,2,11053
3050,6087,2,11054
3051,6087,2,11055
3052,6087,2,11055
3053,6087,2,11055
3054,6087,2,11055
3055,6087,2,11056
3056,6087,2,11057
3057,6087,2,11055
3058,6087,2,11055
3059,6087,2,11056
3060,6087,2,11055
3061,4596,2,11055
3062,4596,2,11053
3063,4596,2,11055
3064,4596,2,11056
3065,4596,2,11053
3066,4596,2,11056
3067,4596,2,11053
3068,4596,2,11053
3069,4596,2,11056
3070,4596,2,11056
3071,4596,2,11056
3072,5304,2,11053
3073,5304,2,11055
3074,5304,2,11054
3075,2568,2,11054
3076,2568,2,11054
3077,2568,2,11054
3078,2568,2,11054
3079,2568,2,11054
3080,2568,2,11054
3081,2568,2,11054
3082,2568,2,11054
3083,8603,2,11057
3084,8603,2,11056
3085,8603,2,11055
3086,8603,2,11056
3087,8603,2,11055
3088,8603,2,11055
3089,8603,2,11053
3090,8603,2,11057
3091,8603,2,11057
3092,8603,2,11056
3093,8603,2,11057
3094,8603,2,11057
3095,8603,2,11055
3096,8603,2,11055
3097,8603,2,11055
3098,8603,2,11054
3099,8603,2,11053
3100,8603,2,11055
3101,8603,2,11056
3102,8603,2,11055
3103,8603,2,11057
3104,8603,2,11053
3105,8603,2,11053
3106,8603,2,11055
3107,8603,2,11056
3108,8603,2,11053
3109,8603,2,11056
3110,8603,2,11055
3111,8603,2,11057
3112,8603,2,11053
3113,8603,2,11053
3114,1939,2,11054
3115,1939,2,11054
3116,1939,2,11054
3117,1939,2,11054
3118,1939,2,11054
3119,1939,2,11054
3120,1939,2,11054
3121,1939,2,11054
3122,2940,2,11054
3123,2940,2,11054
3124,2940,2,11054
3125,2940,2,11054
3126,9124,2,11056
3127,9124,2,11056
3128,9124,2,11056
3129,7933,2,11053
3130,7933,2,11056
3131,7933,2,11053
3132,7933,2,11053
3133,10295,2,11056
3134,10295,2,11056
3135,10295,2,11056
3136,8120,2,11057
3137,8120,2,11055
3138,8120,2,11057
3139,7644,2,11056
3140,7644,2,11055
3141,7644,2,11055
3142,7644,2,11055
3143,7644,2,11055
3144,7644,2,11054
3145,2502,2,11054
3146,2502,2,11054
3147,2502,2,11054
3148,2502,2,11054
3149,2502,2,11054
3150,8108,2,11053
3151,8108,2,11053
3152,8108,2,11053
3153,902,2,11057
3154,902,2,11054
3155,902,2,11057
3156,902,2,11057
3157,902,2,11053
3158,902,2,11056
3159,902,2,11057
3160,902,2,11057
3161,902,2,11057
3162,902,2,11057
3163,902,2,11057
3164,902,2,11054
3165,902,2,11056
3166,902,2,11053
3167,902,2,11054
3168,902,2,11053
3169,902,2,11056
3170,902,2,11056
3171,902,2,11056
3172,902,2,11056
3173,902,2,11056
3174,902,2,11053
3175,902,2,11056
3176,902,2,11057
3177,902,2,11053
3178,902,2,11056
3179,902,2,11053
3180,902,2,11053
3181,902,2,11054
3182,902,2,11055
3183,902,2,11054
3184,902,2,11056
3185,902,2,11053
3186,902,2,11056
3187,902,2,11054
3188,902,2,11055
3189,902,2,11053
3190,902,2,11053
3191,902,2,11054
3192,902,2,11054
3193,902,2,11053
3194,902,2,11057
3195,902,2,11056
3196,902,2,11055
3197,902,2,11057
3198,902,2,11054
3199,902,2,11056
3200,902,2,11056
3201,902,2,11053
3202,902,2,11057
3203,902,2,11055
3204,902,2,11055
3205,902,2,11053
3206,902,2,11053
3207,902,2,11056
3208,902,2,11056
3209,902,2,11053
3210,902,2,11053
3211,902,2,11057
3212,902,2,11057
3213,902,2,11055
3214,902,2,11055
3215,902,2,11053
3216,902,2,11055
3217,902,2,11056
3218,902,2,11057
3219,902,2,11054
3220,902,2,11057
3221,902,2,11054
3222,902,2,11055
3223,902,2,11055
3224,902,2,11054
3225,902,2,11055
3226,902,2,11056
3227,2894,2,11053
3228,2894,2,11053
3229,2894,2,11055
3230,2894,2,11053
3231,409,2,11053
3232,409,2,11053
3233,409,2,11053
3234,409,2,11053
3235,2953,2,11054
3236,2953,2,11054
3237,2953,2,11054
3238,6314,2,11057
3239,6314,2,11056
3240,6314,2,11057
3241,1980,2,11054
3242,1980,2,11054
3243,1980,2,11054
3244,1980,2,11054
3245,4462,2,11055
3246,4462,2,11055
3247,4462,2,11053
3248,2712,2,11053
3249,2712,2,11055
3250,417,2,11055
3251,417,2,11057
3252,417,2,11055
3253,9977,2,11053
3254,9977,2,11053
3255,9977,2,11053
3256,3279,2,11054
3257,3279,2,11054
3258,3279,2,11054
3259,3279,2,11054
3260,3279,2,11054
3261,3279,2,11054
3262,3279,2,11054
3263,3279,2,11054
3264,1779,2,11055
3265,1779,2,11055
3266,1779,2,11053
3267,1779,2,11056
3268,1779,2,11053
3269,1779,2,11055
3270,5736,2,11053
3271,5736,2,11053
3272,5736,2,11053
3273,5736,2,11053
3274,5736,2,11053
3275,5736,2,11053
3276,5736,2,11055
3277,5736,2,11053
3278,5736,2,11053
3279,5736,2,11053
3280,5585,2,11053
3281,5585,2,11053
3282,5585,2,11053
3283,5585,2,11053
3284,818,2,11053
3285,818,2,11055
3286,818,2,11053
3287,818,2,11057
3288,818,2,11053
3289,818,2,11055
3290,818,2,11053
3291,818,2,11055
3292,8571,2,11054
3293,8571,2,11056
3294,8571,2,11053
3295,8571,2,11057
3296,1632,2,11053
3297,1632,2,11053
3298,1632,2,11053
3299,1632,2,11053
3300,6132,2,11056
3301,6132,2,11056
3302,2513,2,11054
3303,2513,2,11054
3304,2513,2,11054
3305,9790,2,11053
3306,9790,2,11053
3307,9790,2,11053
3308,9790,2,11053
3309,9790,2,11053
3310,9790,2,11053
3311,9790,2,11053
3312,9790,2,11053
3313,9790,2,11053
3314,4458,2,11054
3315,4458,2,11054
3316,4458,2,11054
3317,4458,2,11054
3318,4458,2,11054
3319,4458,2,11054
3320,4458,2,11054
3321,4458,2,11054
3322,4458,2,11054
3323,6945,2,11056
3324,6945,2,11056
3325,6945,2,11057
3326,6945,2,11056
3327,6945,2,11057
3328,6945,2,11056
3329,8663,2,11056
3330,8663,2,11053
3331,8663,2,11053
3332,528,2,11053
3333,528,2,11053
3334,528,2,11055
3335,528,2,11053
3336,2279,2,11054
3337,2279,2,11054
3338,9592,2,11053
3339,3964,2,11054
3340,3964,2,11054
3341,3964,2,11054
3342,3964,2,11054
3343,3964,2,11054
3344,3964,2,11054
3345,3964,2,11054
3346,3964,2,11054
3347,3062,2,11054
3348,3062,2,11054
3349,3062,2,11054
3350,3062,2,11054
3351,9139,2,11056
3352,9139,2,11055
3353,9139,2,11057
3354,440,2,11054
3355,440,2,11053
3356,440,2,11053
3357,9385,2,11054
3358,9385,2,11057
3359,9385,2,11056
3360,9385,2,11054
3361,8764,2,11053
3362,8764,2,11053
3363,8764,2,11053
3364,8764,2,11053
3365,8764,2,11055
3366,8764,2,11055
3367,8764,2,11055
3368,8764,2,11053
3369,8764,2,11053
3370,8764,2,11053
3371,8764,2,11055
3372,8764,2,11053
3373,8764,2,11055
3374,1123,2,11053
3375,1123,2,11057
3376,1123,2,11053
3377,4016,2,11053
3378,4016,2,11053
3379,4016,2,11053
3380,6670,2,11056
3381,6670,2,11057
3382,7164,2,11053
3383,7164,2,11053
3384,3661,2,11054
3385,3661,2,11054
3386,3661,2,11054
3387,728,2,11053
3388,728,2,11056
3389,728,2,11055
3390,728,2,11053
3391,728,2,11053
3392,728,2,11053
3393,7824,2,11053
3394,7824,2,11053
3395,7824,2,11053
3396,7824,2,11056
3397,7824,2,11056
3398,7824,2,11053
3399,7824,2,11053
3400,7824,2,11053
3401,7824,2,11053
3402,7824,2,11053
3403,1132,2,11055
3404,1132,2,11057
3405,1132,2,11055
3406,1132,2,11057
3407,1132,2,11056
3408,1132,2,11055
3409,1132,2,11056
3410,6260,2,11057
3411,6260,2,11056
3412,6260,2,11056
3413,6260,2,11053
3414,4846,2,11054
3415,4846,2,11054
3416,4846,2,11054
3417,4846,2,11054
3418,4846,2,11054
3419,4846,2,11054
3420,4846,2,11054
3421,1057,2,11053
3422,1057,2,11053
3423,1057,2,11053
3424,1057,2,11053
3425,1057,2,11053
3426,5033,2,11054
3427,5033,2,11054
3428,5033,2,11054
3429,5033,2,11054
3430,5033,2,11054
3431,5033,2,11054
3432,5033,2,11054
3433,5033,2,11054
3434,8707,2,11055
3435,8707,2,11053
3436,8707,2,11055
3437,8707,2,11053
3438,8707,2,11053
3439,8707,2,11055
3440,8707,2,11055
3441,8707,2,11053
3442,8707,2,11053
3443,8707,2,11053
3444,8707,2,11056
3445,7198,2,11056
3446,7198,2,11057
3447,6102,2,11057
3448,6102,2,11057
3449,4280,2,11054
3450,4280,2,11054
3451,4280,2,11054
3452,4280,2,11054
3453,4280,2,11054
3454,4280,2,11054
3455,8441,2,11053
3456,8441,2,11053
3457,8441,2,11053
3458,8441,2,11053
3459,8441,2,11053
3460,8441,2,11053
3461,8306,2,11056
3462,8306,2,11055
3463,8306,2,11056
3464,8306,2,11053
3465,8306,2,11053
3466,8306,2,11057
3467,8306,2,11056
3468,8306,2,11056
3469,8306,2,11057
3470,8306,2,11055
3471,8306,2,11057
3472,8306,2,11053
3473,10047,2,11053
3474,5606,2,11053
3475,5606,2,11053
3476,5606,2,11053
3477,5606,2,11053
3478,5606,2,11053
3479,5606,2,11053
3480,8923,2,11053
3481,8923,2,11056
3482,8923,2,11057
3483,3467,2,11053
3484,3467,2,11053
3485,3467,2,11053
3486,3467,2,11053
3487,3467,2,11053
3488,3467,2,11053
3489,3467,2,11053
3490,3467,2,11053
3491,3467,2,11053
3492,3467,2,11055
3493,3467,2,11053
3494,3467,2,11053
3495,3467,2,11053
3496,3467,2,11053
3497,3467,2,11053
3498,3467,2,11053
3499,3467,2,11053
3500,3467,2,11053
3501,3467,2,11055
3502,3467,2,11053
3503,3467,2,11053
3504,1837,2,11057
3505,1837,2,11057
3506,1837,2,11056
3507,5529,2,11053
3508,5529,2,11053
3509,5529,2,11053
3510,5529,2,11053
3511,5529,2,11053
3512,5529,2,11053
3513,1600,2,11053
3514,1600,2,11057
3515,1600,2,11056
3516,1600,2,11053
3517,1600,2,11053
3518,1600,2,11056
3519,1600,2,11053
3520,1600,2,11056
3521,1600,2,11053
3522,1600,2,11053
3523,1600,2,11057
3524,1600,2,11055
3525,1600,2,11055
3526,1600,2,11053
3527,1600,2,11056
3528,1600,2,11053
3529,1600,2,11055
3530,3181,2,11057
3531,3181,2,11053
3532,3181,2,11053
3533,3181,2,11053
3534,3181,2,11056
3535,3181,2,11053
3536,3181,2,11053
3537,3096,2,11054
3538,3096,2,11054
3539,3096,2,11054
3540,3096,2,11054
3541,4587,2,11056
3542,4587,2,11056
3543,4587,2,11056
3544,4587,2,11056
3545,4587,2,11057
3546,4587,2,11056
3547,7577,2,11053
3548,7577,2,11054
3549,6866,2,11056
3550,6866,2,11056
3551,6866,2,11056
3552,1562,2,11053
3553,1562,2,11055
3554,1562,2,11056
3555,1562,2,11057
3556,8812,2,11053
3557,8812,2,11053
3558,8812,2,11053
3559,8812,2,11053
3560,8812,2,11053
3561,8812,2,11053
3562,8812,2,11053
3563,8812,2,11053
3564,729,2,11055
3565,729,2,11057
3566,729,2,11057
3567,729,2,11056
3568,729,2,11056
3569,729,2,11053
3570,729,2,11056
3571,729,2,11053
3572,729,2,11055
3573,3012,2,11054
3574,3012,2,11054
3575,3012,2,11054
3576,3002,2,11054
3577,3002,2,11054
3578,3002,2,11054
3579,3002,2,11054
3580,3002,2,11054
3581,3002,2,11054
3582,3002,2,11054
3583,1380,2,11055
3584,1380,2,11057
3585,1380,2,11057
3586,1380,2,11057
3587,1380,2,11057
3588,1380,2,11057
3589,1380,2,11057
3590,1380,2,11057
3591,935,2,11057
3592,935,2,11053
3593,10156,2,11057
3594,10156,2,11057
3595,10156,2,11057
3596,4473,2,11054
3597,4473,2,11054
3598,4473,2,11054
3599,4473,2,11054
3600,4473,2,11054
3601,5125,2,11054
3602,5125,2,11054
3603,5125,2,11054
3604,5125,2,11054
3605,5125,2,11054
3606,5125,2,11054
3607,5125,2,11054
3608,7547,2,11055
3609,7547,2,11054
3610,7547,2,11054
3611,4778,2,11054
3612,4778,2,11054
3613,4778,2,11054
3614,4778,2,11054
3615,4778,2,11054
3616,4778,2,11054
3617,4778,2,11054
3618,772,2,11053
3619,772,2,11053
3620,772,2,11055
3621,772,2,11055
3622,8371,2,11053
3623,8371,2,11053
3624,8371,2,11055
3625,8371,2,11053
3626,1606,2,11053
3627,1606,2,11055
3628,1606,2,11053
3629,1606,2,11055
3630,1606,2,11055
3631,1606,2,11053
3632,1606,2,11055
3633,1606,2,11053
3634,8963,2,11053
3635,8963,2,11053
3636,8963,2,11053
3637,8963,2,11053
3638,8963,2,11053
3639,8963,2,11053
3640,6357,2,11056
3641,6357,2,11057
3642,6357,2,11056
3643,6357,2,11056
3644,6357,2,11057
3645,7604,2,11053
3646,7604,2,11053
3647,7604,2,11053
3648,7604,2,11053
3649,7604,2,11053
3650,4848,2,11054
3651,4848,2,11054
3652,4848,2,11054
3653,4848,2,11054
3654,4848,2,11054
3655,4848,2,11054
3656,4848,2,11054
3657,4848,2,11054
3658,4848,2,11054
3659,2348,2,11054
3660,2348,2,11054
3661,2348,2,11054
3662,2348,2,11054
3663,2348,2,11054
3664,2348,2,11054
3665,7026,2,11055
3666,7026,2,11053
3667,7026,2,11055
3668,8058,2,11053
3669,8058,2,11053
3670,8058,2,11053
3671,8058,2,11053
3672,8058,2,11053
3673,9971,2,11057
3674,9971,2,11057
3675,9971,2,11053
3676,9895,2,11053
3677,9895,2,11053
3678,9895,2,11053
3679,3367,2,11054
3680,3367,2,11054
3681,3367,2,11054
3682,3367,2,11054
3683,6213,2,11055
3684,6213,2,11055
3685,6213,2,11055
3686,6213,2,11055
3687,9123,2,11057
3688,9123,2,11056
3689,9123,2,11057
3690,9123,2,11057
3691,9123,2,11053
3692,6050,2,11057
3693,6050,2,11056
3694,4662,2,11053
3695,4662,2,11053
3696,4662,2,11053
3697,4662,2,11053
3698,1881,2,11054
3699,1881,2,11054
3700,9161,2,11053
3701,9161,2,11053
3702,9161,2,11053
3703,1081,2,11053
3704,1081,2,11053
3705,1081,2,11053
3706,3989,2,11054
3707,3989,2,11054
3708,3989,2,11054
3709,3989,2,11054
3710,3989,2,11054
3711,3120,2,11054
3712,3120,2,11054
3713,3120,2,11054
3714,3120,2,11054
3715,1171,2,11056
3716,1171,2,11053
3717,1171,2,11056
3718,1171,2,11054
3719,1171,2,11056
3720,475,2,11055
3721,475,2,11053
3722,475,2,11053
3723,1841,2,11053
3724,1841,2,11053
3725,1841,2,11053
3726,1841,2,11055
3727,1841,2,11053
3728,1841,2,11053
3729,1841,2,11053
3730,1841,2,11053
3731,1841,2,11053
3732,1841,2,11053
3733,1841,2,11053
3734,1841,2,11053
3735,1841,2,11055
3736,8595,2,11057
3737,8595,2,11053
3738,8595,2,11053
3739,8595,2,11053
3740,8595,2,11053
3741,8595,2,11053
3742,8595,2,11053
3743,4498,2,11054
3744,4498,2,11054
3745,4498,2,11054
3746,4498,2,11054
3747,4498,2,11054
3748,4498,2,11054
3749,4498,2,11054
3750,4498,2,11054
3751,4498,2,11054
3752,1585,2,11057
3753,1585,2,11053
3754,1585,2,11057
3755,1585,2,11053
3756,1585,2,11053
3757,1585,2,11053
3758,1585,2,11053
3759,1585,2,11053
3760,5427,2,11053
3761,5427,2,11053
3762,5427,2,11053
3763,5427,2,11053
3764,5427,2,11053
3765,1833,2,11053
3766,1833,2,11053
3767,1833,2,11053
3768,1833,2,11053
3769,1833,2,11053
3770,2252,2,11054
3771,2252,2,11054
3772,9793,2,11055
3773,9793,2,11055
3774,10052,2,11057
3775,10052,2,11055
3776,10052,2,11056
3777,6321,2,11053
3778,6321,2,11056
3779,6321,2,11056
3780,3215,2,11053
3781,3215,2,11054
3782,3215,2,11054
3783,3215,2,11055
3784,2176,2,11054
3785,2176,2,11054
3786,2176,2,11054
3787,4800,2,11054
3788,4800,2,11054
3789,4800,2,11054
3790,4800,2,11054
3791,471,2,11053
3792,471,2,11055
3793,471,2,11053
3794,471,2,11053
3795,471,2,11055
3796,6368,2,11056
3797,6368,2,11056
3798,6368,2,11056
3799,6368,2,11056
3800,5008,2,11054
3801,5008,2,11054
3802,5008,2,11054
3803,5008,2,11054
3804,5008,2,11054
3805,5008,2,11054
3806,5008,2,11054
3807,7212,2,11055
3808,7212,2,11053
3809,7212,2,11055
3810,7212,2,11053
3811,7212,2,11055
3812,7212,2,11055
3813,7212,2,11055
3814,7212,2,11055
3815,9604,2,11053
3816,9604,2,11053
3817,9604,2,11053
3818,9604,2,11053
3819,6379,2,11056
3820,6379,2,11056
3821,6379,2,11056
3822,6379,2,11056
3823,6379,2,11054
3824,1663,2,11053
3825,1663,2,11053
3826,1663,2,11053
3827,1663,2,11053
3828,1663,2,11053
3829,1663,2,11053
3830,1663,2,11053
3831,1663,2,11053
3832,1663,2,11053
3833,347,2,11053
3834,347,2,11053
3835,347,2,11056
3836,3202,2,11054
3837,3202,2,11054
3838,3202,2,11054
3839,3202,2,11054
3840,10128,2,11053
3841,10128,2,11055
3842,10128,2,11053
3843,2764,2,11057
3844,2764,2,11057
3845,3952,2,11053
3846,3952,2,11053
3847,7048,2,11056
3848,7048,2,11054
3849,7048,2,11057
3850,7048,2,11054
3851,7048,2,11055
3852,7048,2,11055
3853,7048,2,11055
3854,1012,2,11057
3855,1012,2,11053
3856,1012,2,11053
3857,946,2,11056
3858,946,2,11057
3859,946,2,11055
3860,946,2,11057
3861,946,2,11057
3862,946,2,11055
3863,5309,2,11056
3864,5309,2,11056
3865,7360,2,11053
3866,7360,2,11053
3867,7360,2,11053
3868,7360,2,11053
3869,7360,2,11053
3870,7360,2,11053
3871,7360,2,11053
3872,6909,2,11055
3873,6909,2,11053
3874,6909,2,11053
3875,186,2,11053
3876,186,2,11053
3877,186,2,11053
3878,186,2,11053
3879,186,2,11053
3880,186,2,11053
3881,186,2,11053
3882,186,2,11053
3883,4903,2,11054
3884,4903,2,11054
3885,4903,2,11054
3886,457,2,11055
3887,457,2,11057
3888,457,2,11056
3889,457,2,11055
3890,652,2,11057
3891,652,2,11057
3892,2711,2,11054
3893,2711,2,11054
3894,2711,2,11054
3895,2711,2,11054
3896,2711,2,11054
3897,2711,2,11054
3898,2711,2,11054
3899,7961,2,11054
3900,7961,2,11054
3901,7961,2,11054
3902,3618,2,11053
3903,3618,2,11053
3904,3618,2,11053
3905,3618,2,11053
3906,3618,2,11053
3907,5647,2,11057
3908,5647,2,11053
3909,5647,2,11057
3910,5647,2,11057
3911,5056,2,11054
3912,5056,2,11054
3913,5056,2,11054
3914,5056,2,11054
3915,1572,2,11053
3916,1572,2,11057
3917,1572,2,11053
3918,1572,2,11057
3919,1572,2,11053
3920,1572,2,11053
3921,8956,2,11055
3922,3625,2,11054
3923,3625,2,11054
3924,3625,2,11054
3925,8740,2,11053
3926,8740,2,11053
3927,8766,2,11053
3928,8766,2,11053
3929,8766,2,11057
3930,8766,2,11053
3931,8766,2,11053
3932,8766,2,11055
3933,2272,2,11053
3934,2272,2,11053
3935,2272,2,11053
3936,2272,2,11053
3937,4420,2,11054
3938,4420,2,11054
3939,4420,2,11054
3940,4420,2,11054
3941,4420,2,11054
3942,7559,2,11054
3943,7559,2,11055
3944,7559,2,11055
3945,7559,2,11056
3946,7427,2,11053
3947,7427,2,11053
3948,7427,2,11053
3949,7427,2,11053
3950,7427,2,11053
3951,7427,2,11057
3952,5111,2,11054
3953,5111,2,11054
3954,5111,2,11054
3955,5111,2,11054
3956,5111,2,11054
3957,5111,2,11054
3958,5111,2,11054
3959,7544,2,11054
3960,7544,2,11057
3961,7544,2,11056
3962,3630,2,11053
3963,3630,2,11053
3964,3630,2,11057
3965,3630,2,11053
3966,3630,2,11057
3967,3630,2,11057
3968,2744,2,11054
3969,2744,2,11054
3970,2744,2,11054
3971,3681,2,11053
3972,3681,2,11057
3973,3681,2,11055
3974,3681,2,11053
3975,3681,2,11053
3976,3681,2,11053
3977,3681,2,11055
3978,3681,2,11053
3979,3681,2,11053
3980,2808,2,11054
3981,2808,2,11054
3982,2808,2,11054
3983,2808,2,11054
3984,2808,2,11054
3985,2808,2,11054
3986,2808,2,11054
3987,5103,2,11054
3988,5103,2,11054
3989,5103,2,11054
3990,7756,2,11053
3991,7756,2,11053
3992,7756,2,11053
3993,7756,2,11053
3994,5330,2,11053
3995,5330,2,11053
3996,5330,2,11053
3997,8587,2,11053
3998,8587,2,11053
3999,8587,2,11053
4000,8587,2,11053
4001,8587,2,11053
4002,8587,2,11053
4003,1353,2,11055
4004,1353,2,11053
4005,1353,2,11053
4006,3053,2,11054
4007,3053,2,11054
4008,3053,2,11054
4009,3053,2,11054
4010,4212,2,11054
4011,4212,2,11053
4012,4212,2,11053
4013,4212,2,11053
4014,4212,2,11053
4015,4212,2,11054
4016,4212,2,11053
4017,4212,2,11053
4018,4212,2,11053
4019,4212,2,11053
4020,4212,2,11053
4021,8516,2,11056
4022,8516,2,11056
4023,8516,2,11053
4024,8516,2,11056
4025,8516,2,11056
4026,8516,2,11054
4027,656,2,11053
4028,656,2,11053
4029,656,2,11053
4030,1063,2,11054
4031,1063,2,11056
4032,1063,2,11056
4033,1063,2,11055
4034,1063,2,11057
4035,1063,2,11056
4036,1063,2,11056
4037,1063,2,11055
4038,1063,2,11053
4039,1063,2,11055
4040,519,2,11053
4041,519,2,11053
4042,519,2,11054
4043,519,2,11053
4044,6590,2,11056
4045,6590,2,11054
4046,10491,2,11056
4047,10491,2,11054
4048,10491,2,11056
4049,10491,2,11056
4050,10491,2,11053
4051,8645,2,11053
4052,8645,2,11053
4053,8645,2,11055
4054,8645,2,11053
4055,8645,2,11053
4056,8645,2,11053
4057,9583,2,11053
4058,9583,2,11053
4059,5264,2,11056
4060,5264,2,11055
4061,5264,2,11053
4062,5264,2,11056
4063,5264,2,11053
4064,5264,2,11053
4065,5264,2,11057
4066,5264,2,11057
4067,5264,2,11056
4068,5264,2,11055
4069,551,2,11053
4070,551,2,11053
4071,551,2,11053
4072,384,2,11055
4073,384,2,11053
4074,384,2,11055
4075,5018,2,11055
4076,5018,2,11053
4077,5018,2,11053
4078,5018,2,11055
4079,5018,2,11055
4080,5018,2,11055
4081,5018,2,11053
4082,5018,2,11054
4083,2785,2,11054
4084,2785,2,11054
4085,2785,2,11054
4086,2785,2,11054
4087,2785,2,11054
4088,2785,2,11054
4089,4188,2,11054
4090,4188,2,11054
4091,4188,2,11054
4092,4188,2,11054
4093,4188,2,11054
4094,4188,2,11054
4095,4188,2,11054
4096,4188,2,11054
4097,4188,2,11054
4098,3870,2,11054
4099,3870,2,11054
4100,3870,2,11054
4101,3870,2,11054
4102,3870,2,11054
4103,3870,2,11054
4104,3870,2,11054
4105,3870,2,11054
4106,3870,2,11054
4107,3870,2,11054
4108,1994,2,11054
4109,1994,2,11054
4110,1994,2,11054
4111,1994,2,11054
4112,3015,2,11054
4113,3015,2,11054
4114,2275,2,11054
4115,2275,2,11054
4116,2275,2,11054
4117,2275,2,11054
4118,2275,2,11054
4119,2275,2,11054
4120,4488,2,11054
4121,4488,2,11054
4122,4488,2,11054
4123,4488,2,11054
4124,4488,2,11054
4125,1860,2,11054
4126,1860,2,11054
4127,1860,2,11054
4128,436,2,11053
4129,436,2,11053
4130,436,2,11055
4131,436,2,11055
4132,436,2,11053
4133,436,2,11056
4134,436,2,11057
4135,436,2,11057
4136,436,2,11053
4137,436,2,11053
4138,436,2,11053
4139,436,2,11054
4140,436,2,11053
4141,5243,2,11054
4142,5243,2,11057
4143,5243,2,11055
4144,5243,2,11053
4145,5243,2,11057
4146,5243,2,11056
4147,5243,2,11055
4148,5243,2,11055
4149,5243,2,11053
4150,5243,2,11055
4151,5243,2,11056
4152,5243,2,11053
4153,5243,2,11053
4154,5243,2,11056
4155,5243,2,11055
4156,5243,2,11057
4157,5243,2,11054
4158,5243,2,11055
4159,5243,2,11053
4160,5243,2,11055
