,h,r,t
21771,3864,0,11019
12397,2176,0,11026
21812,3868,0,11024
6151,1046,0,10766
53171,10083,0,10753
49398,9259,0,10830
25230,4412,0,11022
53794,10216,0,10856
12958,2272,0,10726
23338,4120,0,11017
30864,5374,0,10835
29574,5126,0,11024
28977,5029,0,11017
45324,8422,0,10882
41784,7671,0,10929
1033,193,0,10885
30681,5343,0,10794
45098,8374,0,10717
2486,433,0,10849
53160,10081,0,10757
1794,326,0,10880
51664,9729,0,10912
31740,5555,0,10778
31183,5446,0,10727
56007,10709,0,10933
25216,4410,0,10745
29638,5136,0,11024
9408,1655,0,10765
27416,4786,0,10880
34,8,0,10736
25456,4451,0,11020
424,79,0,10727
15792,2774,0,11027
23875,4207,0,11024
13592,2390,0,11022
31341,5476,0,10755
7105,1210,0,10797
14968,2624,0,10768
25708,4483,0,10806
38726,7054,0,10794
55220,10555,0,10821
33720,5969,0,10824
49116,9201,0,10743
31996,5600,0,10795
53817,10222,0,10735
53674,10191,0,10717
47462,8856,0,10715
36295,6513,0,10884
48330,9037,0,10802
51267,9645,0,10866
6305,1077,0,10724
32383,5679,0,10802
38185,6943,0,10738
18157,3193,0,10996
9075,1596,0,10744
33606,5949,0,10940
18359,3234,0,11024
52967,10035,0,10715
27020,4717,0,10715
41041,7504,0,10825
45517,8466,0,10802
52715,9971,0,10741
37298,6745,0,10988
35725,6386,0,10787
52013,9805,0,10766
11246,1982,0,11024
15679,2754,0,11020
13318,2342,0,10839
33499,5925,0,10764
43748,8071,0,10734
6300,1076,0,10833
6880,1168,0,10957
5293,907,0,10717
8197,1414,0,10787
25594,4468,0,11020
3960,710,0,10909
47110,8780,0,10770
55088,10522,0,10920
29703,5150,0,10723
40142,7330,0,10816
45751,8517,0,10794
23168,4089,0,11023
41261,7566,0,10735
38172,6940,0,10715
20709,3675,0,10863
42003,7719,0,10765
36726,6616,0,10812
42902,7900,0,10735
39378,7177,0,10787
37261,6737,0,10724
17855,3143,0,11024
504,90,0,10778
10119,1795,0,10758
22938,4057,0,10753
2894,501,0,10734
21194,3763,0,10801
41114,7526,0,10948
4713,822,0,10929
8517,1487,0,11002
24078,4234,0,11034
42429,7802,0,11026
36069,6461,0,10940
41102,7522,0,10812
50733,9532,0,10797
43626,8043,0,10758
21168,3758,0,11018
48962,9169,0,10884
36782,6627,0,10755
5404,930,0,10785
38031,6909,0,10755
53818,10222,0,10921
53140,10075,0,10910
47705,8912,0,10715
8184,1410,0,10787
1921,343,0,10764
13245,2330,0,11025
29653,5140,0,10727
25964,4527,0,11022
19286,3402,0,10837
30074,5228,0,11003
18023,3170,0,11026
29619,5135,0,11034
24629,4322,0,11021
24263,4264,0,11018
8098,1388,0,10757
4974,865,0,10797
52632,9950,0,10734
8648,1515,0,10795
27323,4773,0,10746
25934,4521,0,10768
7982,1369,0,10773
14557,2560,0,11021
25251,4416,0,10873
46849,8734,0,10779
1734,319,0,10830
6707,1143,0,10723
24782,4341,0,10785
13920,2445,0,10788
22126,3922,0,11026
13622,2395,0,11024
12601,2210,0,11023
22731,4028,0,10754
10767,1912,0,11026
20259,3583,0,11022
46791,8721,0,10891
51783,9758,0,10933
11483,2022,0,11022
25030,4381,0,11034
16607,2923,0,10803
21837,3871,0,11034
48131,8994,0,10794
19264,3399,0,10795
28521,4953,0,10753
38473,7004,0,10743
3886,697,0,10795
35308,6299,0,10765
49581,9299,0,10727
34630,6163,0,10940
35009,6248,0,10800
18618,3284,0,11021
31129,5433,0,10728
10625,1889,0,11022
14131,2487,0,10850
39880,7284,0,10979
51375,9670,0,10767
4972,865,0,10720
42225,7760,0,10883
52133,9833,0,10715
5430,933,0,10771
1641,301,0,10776
39502,7208,0,10940
39169,7136,0,10758
54843,10463,0,10715
30512,5305,0,10734
22787,4036,0,11018
32626,5735,0,10717
3020,525,0,10846
43938,8114,0,11023
16376,2880,0,11022
2232,390,0,10778
40907,7477,0,10734
24018,4226,0,11023
38630,7038,0,10727
459,83,0,10821
37542,6800,0,11017
33661,5958,0,10979
23795,4197,0,11025
42609,7838,0,10803
55716,10654,0,10879
45798,8527,0,10718
34744,6190,0,10715
1017,191,0,10793
17454,3076,0,11023
30117,5237,0,10833
46544,8670,0,10717
54936,10485,0,10896
9632,1697,0,10730
54679,10423,0,10734
8605,1504,0,10897
11881,2090,0,11024
48947,9166,0,10746
43143,7948,0,10734
33140,5849,0,10734
34822,6207,0,10884
17351,3057,0,11022
53498,10149,0,10718
25629,4472,0,10862
34081,6052,0,10893
19518,3441,0,11024
15426,2710,0,10766
54918,10479,0,10717
50183,9420,0,10828
51011,9591,0,10814
43631,8044,0,10718
28369,4924,0,11020
38845,7074,0,10940
10328,1840,0,10764
42417,7800,0,10716
36593,6581,0,10785
11954,2104,0,10802
27350,4777,0,10764
35507,6342,0,10828
22131,3922,0,11022
21337,3793,0,10717
2576,446,0,10716
49249,9225,0,10799
6551,1122,0,10746
39882,7284,0,10828
47506,8866,0,10787
51290,9649,0,10802
49891,9356,0,10746
16515,2906,0,10882
29097,5047,0,11018
31808,5567,0,10815
25150,4400,0,11034
22467,3979,0,10720
50952,9579,0,10806
42419,7800,0,10723
21930,3889,0,11018
14984,2626,0,10764
33557,5937,0,10715
18562,3274,0,11020
2321,402,0,10795
46755,8716,0,10727
2524,438,0,10862
32404,5683,0,10766
1304,237,0,10803
25876,4509,0,11023
29625,5135,0,11021
34318,6089,0,10828
32488,5700,0,10724
15073,2639,0,11024
40596,7419,0,11021
2013,359,0,10718
55490,10612,0,10764
26723,4653,0,10784
48896,9156,0,10889
54086,10285,0,10878
40797,7459,0,11019
8028,1378,0,10764
44305,8199,0,10779
36751,6621,0,10785
39702,7244,0,10830
26206,4563,0,10811
45516,8465,0,10778
52465,9911,0,10876
26878,4688,0,10806
28963,5026,0,11027
7256,1240,0,10761
16899,2973,0,10737
14526,2556,0,11024
10853,1923,0,10834
15981,2805,0,10880
49560,9295,0,10764
50338,9447,0,10808
10936,1939,0,11020
46960,8758,0,10717
46669,8701,0,10720
10230,1821,0,10717
55844,10671,0,10806
48571,9086,0,10735
53174,10084,0,10905
22464,3979,0,10717
21979,3897,0,11026
43373,7994,0,11026
3409,603,0,10738
31004,5405,0,10727
342,63,0,10802
29188,5061,0,11023
47500,8864,0,10742
46012,8571,0,10714
13602,2391,0,10750
16464,2896,0,10758
20752,3685,0,10828
51921,9789,0,10715
7820,1351,0,10717
45338,8425,0,10797
13402,2356,0,11024
28287,4910,0,11020
4714,822,0,10948
44179,8169,0,10717
31500,5511,0,10735
8942,1572,0,10735
8630,1511,0,10744
36048,6457,0,10940
16691,2939,0,11019
39657,7238,0,10755
21274,3776,0,11023
2556,445,0,10832
42368,7788,0,10936
6784,1154,0,10806
14814,2601,0,10768
26922,4697,0,10922
3755,675,0,10903
19978,3531,0,10768
5326,913,0,10825
48956,9168,0,10745
39302,7160,0,10802
17166,3023,0,11020
52627,9949,0,10785
34692,6176,0,10830
29775,5164,0,10830
18787,3313,0,11024
36530,6566,0,10796
17084,3009,0,11026
22896,4052,0,11017
41022,7497,0,11026
38689,7047,0,10802
16613,2923,0,10784
5352,919,0,10786
25323,4428,0,10743
48054,8977,0,10720
36151,6480,0,10787
63,13,0,10756
39158,7133,0,10828
22254,3945,0,10723
22221,3939,0,10747
47789,8929,0,10776
12010,2112,0,11026
45119,8377,0,10723
10816,1917,0,11022
35178,6285,0,10787
49845,9348,0,10734
23432,4133,0,11017
24498,4305,0,11025
55402,10595,0,10727
47720,8913,0,10771
19437,3428,0,10735
25562,4464,0,10715
519,92,0,10730
20825,3700,0,10789
37957,6891,0,10828
13291,2338,0,11018
9990,1770,0,10876
9323,1643,0,10882
397,73,0,10840
53920,10248,0,10812
42128,7743,0,10908
29515,5115,0,10773
44766,8303,0,10773
29289,5079,0,11020
45315,8420,0,10852
18024,3170,0,11021
30329,5271,0,10733
16928,2978,0,11024
33732,5971,0,10861
43498,8019,0,11018
5997,1021,0,10877
36070,6461,0,10787
5384,927,0,10767
53907,10244,0,10734
6019,1025,0,10727
13199,2318,0,10826
21366,3799,0,10996
45108,8376,0,10833
19868,3513,0,10773
5025,878,0,10766
40425,7383,0,11024
38207,6948,0,10787
29579,5127,0,11019
53845,10228,0,11047
27782,4847,0,10888
16097,2822,0,11020
51210,9636,0,10758
124,24,0,10767
47781,8929,0,10735
31520,5514,0,10834
4325,761,0,10717
42929,7904,0,10830
1512,278,0,10720
37158,6714,0,10787
53590,10171,0,10735
8875,1558,0,10764
50135,9408,0,10756
7592,1306,0,10764
36738,6618,0,10785
11415,2011,0,11019
17435,3072,0,11021
43396,7999,0,10802
5972,1017,0,10720
43046,7926,0,10882
8335,1453,0,10795
252,43,0,10819
15161,2658,0,11022
17664,3115,0,11023
53546,10160,0,10716
14868,2609,0,10738
9823,1729,0,10727
14972,2625,0,11019
35314,6301,0,10787
44994,8349,0,10853
37633,6819,0,10785
40776,7456,0,11017
52725,9974,0,10717
48510,9073,0,10764
40172,7336,0,10820
12022,2113,0,11023
17593,3105,0,11022
15705,2758,0,11022
33815,5992,0,10802
38786,7062,0,10862
37323,6750,0,10785
2691,466,0,10877
24928,4363,0,10793
55794,10660,0,11025
29318,5083,0,10717
55883,10682,0,10930
17541,3094,0,11021
44330,8206,0,10734
661,117,0,10812
27501,4800,0,11024
52454,9908,0,10759
37649,6822,0,10979
51147,9623,0,10779
33283,5882,0,10979
16365,2877,0,10721
5753,978,0,10755
22748,4030,0,10717
48936,9163,0,10727
29977,5207,0,10730
7278,1246,0,10721
8104,1390,0,10761
33744,5975,0,10744
7186,1226,0,10727
19645,3466,0,10767
42338,7782,0,10876
9097,1598,0,10948
31125,5433,0,10755
28354,4922,0,10996
37506,6792,0,10785
20927,3718,0,11024
40730,7446,0,10820
15594,2740,0,11024
36179,6486,0,10979
43816,8086,0,10795
2158,385,0,10717
29198,5062,0,11023
7145,1218,0,10891
48752,9120,0,10715
40004,7304,0,10764
21622,3843,0,11022
42021,7723,0,10717
26759,4662,0,10773
42442,7806,0,10715
55550,10623,0,10720
5363,922,0,10863
47070,8778,0,10781
55428,10602,0,10766
20277,3586,0,10747
37032,6683,0,10717
35157,6280,0,10988
45844,8539,0,10768
53227,10093,0,10795
11248,1983,0,11021
4281,754,0,10764
16320,2865,0,11027
43698,8060,0,10954
220,40,0,10734
5278,903,0,10754
23236,4102,0,11027
35396,6317,0,10758
17296,3046,0,11020
16717,2943,0,10746
20692,3672,0,10955
55757,10659,0,10919
36884,6651,0,10868
44419,8225,0,10948
28477,4943,0,11018
9753,1716,0,10888
986,186,0,10715
29541,5121,0,10899
26268,4571,0,10765
51909,9786,0,10835
17323,3051,0,11021
49572,9298,0,10841
13912,2444,0,10795
37082,6697,0,10940
28364,4924,0,11026
43106,7939,0,10880
33483,5922,0,10828
39523,7211,0,10785
10867,1925,0,11022
25179,4406,0,10759
14656,2576,0,11022
49695,9319,0,10780
23270,4108,0,10795
18973,3343,0,11025
6317,1081,0,10795
24880,4355,0,11027
38637,7040,0,10891
4699,819,0,10727
34617,6159,0,10817
33151,5850,0,10757
920,171,0,10899
54033,10275,0,10808
49766,9333,0,10727
40049,7309,0,11020
8810,1547,0,10961
32959,5811,0,10884
46692,8706,0,10812
19459,3431,0,10795
9607,1693,0,10740
54935,10484,0,10928
22006,3900,0,10745
41785,7671,0,10721
3299,579,0,10717
32569,5721,0,10727
9386,1650,0,10764
21862,3874,0,11019
4485,786,0,10764
4674,815,0,10727
32649,5738,0,10866
29473,5109,0,11027
706,124,0,10870
14455,2544,0,11021
54712,10432,0,10767
4608,806,0,10764
25596,4468,0,11022
32976,5815,0,10884
25981,4531,0,11023
9410,1655,0,10727
12062,2120,0,11022
23671,4177,0,11034
15462,2716,0,10914
36245,6503,0,10979
16780,2954,0,11023
26522,4615,0,10745
7942,1366,0,10767
48134,8995,0,10717
54779,10451,0,10720
11082,1963,0,10880
45045,8362,0,10733
10738,1909,0,11017
10876,1926,0,11022
45630,8497,0,10744
12333,2164,0,10764
16106,2824,0,11023
37771,6849,0,10940
10799,1915,0,11023
39689,7243,0,10753
53884,10238,0,11047
54660,10417,0,10888
22113,3920,0,10726
54037,10276,0,10834
28105,4886,0,11024
48949,9167,0,10889
44939,8335,0,10842
29307,5082,0,11019
43315,7984,0,10753
36667,6602,0,10940
14012,2462,0,11020
30208,5252,0,10730
53626,10180,0,10850
16135,2830,0,11023
47679,8907,0,10841
21705,3855,0,10864
21309,3784,0,10785
15847,2782,0,11020
21772,3864,0,11026
21226,3769,0,10715
28936,5021,0,11023
30352,5276,0,10876
27997,4874,0,11027
4701,820,0,10802
5607,958,0,10840
24609,4320,0,10833
1920,343,0,10756
46718,8710,0,10767
7570,1302,0,10856
54578,10400,0,10766
46202,8605,0,10802
41926,7703,0,10764
39357,7172,0,10717
37254,6735,0,10979
42898,7899,0,10795
10440,1859,0,11022
3198,560,0,10815
23290,4112,0,10850
54772,10449,0,10839
6750,1150,0,10878
54284,10332,0,10726
5779,980,0,10768
44998,8350,0,10717
4863,844,0,10723
27902,4860,0,10734
43397,7999,0,10795
51998,9802,0,10750
10259,1827,0,10906
42874,7893,0,10922
53874,10236,0,10959
7613,1311,0,10773
9151,1600,0,10720
37315,6749,0,10787
4007,719,0,10717
52518,9923,0,10807
29506,5114,0,10757
53997,10266,0,10758
54607,10407,0,10756
47132,8784,0,10882
21571,3837,0,11026
37539,6799,0,10979
5938,1010,0,10735
13852,2434,0,11023
55018,10502,0,10928
30165,5243,0,10953
53009,10044,0,10974
53468,10141,0,10735
41312,7578,0,10908
10424,1855,0,11019
42477,7814,0,10876
34969,6240,0,10843
10504,1869,0,10820
14191,2496,0,11020
31277,5461,0,10720
33584,5944,0,10715
39800,7266,0,10757
17054,3004,0,11017
23823,4201,0,11034
33942,6019,0,10757
23014,4068,0,11025
53220,10091,0,10928
26780,4666,0,10773
56004,10709,0,10721
50125,9407,0,10738
35857,6417,0,10918
31654,5539,0,10717
13983,2456,0,11017
13934,2447,0,10956
43502,8020,0,10744
28217,4899,0,11018
28410,4932,0,11021
10215,1818,0,10727
39557,7217,0,10787
33003,5823,0,10715
7612,1310,0,10802
25199,4408,0,11027
3898,699,0,10808
29326,5086,0,11021
10049,1782,0,10750
10335,1841,0,10834
55175,10545,0,10856
30161,5243,0,10796
45219,8399,0,10817
9138,1599,0,10785
10591,1884,0,11021
17328,3052,0,11017
40980,7492,0,10756
221,40,0,10727
50098,9399,0,10735
16955,2984,0,10996
53376,10120,0,10768
24317,4274,0,11019
4440,779,0,10756
12842,2249,0,10717
7063,1203,0,10735
23920,4213,0,11020
49471,9276,0,10806
31927,5588,0,10717
10642,1893,0,11018
18911,3332,0,11022
40928,7482,0,10771
33098,5843,0,10717
47228,8803,0,10817
2311,400,0,10731
51275,9646,0,11019
30663,5339,0,10754
27862,4857,0,11024
17817,3138,0,11022
40765,7454,0,10904
48891,9154,0,10734
8404,1463,0,10915
23374,4125,0,11027
35042,6255,0,10796
25408,4446,0,11034
39539,7213,0,10869
29582,5127,0,11021
34760,6194,0,10940
44874,8322,0,10743
41902,7698,0,10826
42318,7777,0,10720
27632,4827,0,11022
10327,1839,0,10773
2234,390,0,10784
30080,5230,0,10782
32135,5630,0,10786
1131,212,0,10773
48324,9035,0,10758
39588,7222,0,10767
31267,5460,0,10720
34392,6108,0,10866
13166,2311,0,11022
26657,4644,0,10854
21915,3886,0,11019
2503,436,0,10761
25415,4446,0,11022
36572,6577,0,10940
31372,5483,0,10720
26213,4564,0,10754
44868,8321,0,10773
53088,10063,0,10830
30299,5267,0,10717
42339,7782,0,10735
8710,1529,0,10727
49561,9295,0,10778
6782,1154,0,10715
22579,4002,0,10766
1359,246,0,10804
38816,7067,0,10979
36679,6605,0,10787
35471,6334,0,10744
23420,4131,0,11020
12950,2270,0,11022
6588,1122,0,10863
55129,10533,0,10921
26842,4680,0,10806
1554,284,0,10717
53019,10048,0,10734
36247,6503,0,10828
25479,4453,0,11020
52437,9903,0,10734
3981,712,0,10827
18987,3346,0,11023
17007,2994,0,10717
14146,2490,0,10794
43852,8094,0,10803
8467,1475,0,10715
14582,2563,0,11024
48407,9054,0,10727
37378,6764,0,10787
816,145,0,10876
49941,9366,0,10770
30995,5403,0,10846
36553,6572,0,10940
13832,2431,0,10735
8194,1413,0,10787
14059,2472,0,11023
17753,3127,0,10921
48680,9106,0,10759
6694,1140,0,10755
46391,8640,0,10733
1134,212,0,10850
14011,2462,0,11024
675,118,0,10733
43218,7965,0,11026
26329,4580,0,11026
50268,9437,0,10825
33372,5901,0,10810
50412,9465,0,10876
12318,2162,0,11021
37017,6679,0,10787
49010,9179,0,10754
42259,7766,0,10750
40288,7359,0,10746
46898,8744,0,10717
52625,9948,0,10730
51316,9657,0,10764
22766,4033,0,11021
5747,976,0,10843
6937,1180,0,10715
1682,309,0,10715
12421,2179,0,11020
27696,4835,0,10778
49570,9297,0,10782
42768,7869,0,10808
34888,6223,0,10732
50669,9517,0,10850
5796,982,0,10878
36789,6628,0,10828
26266,4571,0,10714
54330,10344,0,10943
36240,6502,0,10979
46590,8681,0,10798
51238,9640,0,10714
48939,9164,0,10717
28275,4909,0,10834
13874,2438,0,11021
11948,2103,0,10793
4939,860,0,10909
26755,4661,0,10773
9435,1662,0,10924
21888,3878,0,10996
50540,9493,0,10715
33401,5908,0,10787
40121,7324,0,10812
39480,7203,0,10940
39891,7286,0,10833
48018,8970,0,10715
29467,5108,0,10744
37167,6716,0,10812
20444,3620,0,10764
985,186,0,10803
12869,2256,0,11022
34906,6228,0,10767
27608,4823,0,10743
39254,7154,0,10940
43557,8033,0,10806
51342,9664,0,10963
16599,2921,0,11018
25827,4502,0,10795
51806,9761,0,10795
14220,2502,0,11024
50099,9399,0,10737
25922,4518,0,11022
54894,10472,0,10755
26615,4637,0,10890
53235,10094,0,10796
18297,3220,0,11021
12816,2246,0,11024
55257,10565,0,10820
34985,6243,0,10764
24158,4244,0,11020
16457,2896,0,10936
40877,7474,0,10717
46115,8594,0,10922
43196,7958,0,10714
4059,726,0,10869
43677,8057,0,10894
19114,3369,0,10736
28771,4994,0,11023
27265,4765,0,11019
48325,9036,0,10768
36007,6445,0,10772
54042,10278,0,10806
52382,9889,0,10762
26779,4666,0,10717
52280,9866,0,10835
9035,1590,0,10853
6846,1162,0,10863
39179,7139,0,10787
48492,9071,0,10858
33089,5841,0,10767
37416,6773,0,10758
14788,2595,0,11023
52975,10036,0,10835
44184,8171,0,10764
6318,1081,0,10750
47716,8913,0,10730
2843,491,0,10727
5962,1015,0,10764
16271,2855,0,11021
55630,10642,0,10886
27777,4846,0,11023
27755,4844,0,11034
10997,1947,0,11019
39474,7202,0,10940
45974,8563,0,10755
21764,3863,0,11026
25719,4485,0,11021
11887,2091,0,11019
12607,2211,0,11023
39124,7128,0,10822
29631,5136,0,11025
2196,386,0,10719
47851,8935,0,10715
28956,5025,0,10768
24094,4236,0,11034
35187,6287,0,10755
38335,6978,0,10940
3485,616,0,10768
32231,5647,0,10734
24747,4338,0,11034
18678,3294,0,11017
11189,1974,0,11023
21830,3870,0,11019
38957,7095,0,10795
53541,10159,0,10751
36627,6591,0,10787
634,113,0,10793
15471,2718,0,10758
39362,7173,0,10828
37191,6723,0,10940
24627,4322,0,11019
18239,3210,0,11022
32123,5628,0,10795
28112,4887,0,11027
25183,4407,0,11034
33489,5923,0,10734
54040,10277,0,10717
29245,5071,0,10996
49083,9196,0,10948
45093,8373,0,10746
32797,5772,0,10787
10092,1789,0,10955
34765,6194,0,10988
7502,1291,0,10921
40427,7384,0,10764
35629,6366,0,10795
9863,1741,0,10795
31508,5513,0,10757
47855,8936,0,10715
41208,7554,0,10730
30412,5289,0,10827
27167,4750,0,10806
17511,3089,0,11021
27854,4857,0,11025
31601,5527,0,10890
52281,9867,0,10744
9544,1682,0,10764
51043,9598,0,10724
38579,7030,0,10812
51919,9789,0,10766
40484,7397,0,10996
31708,5548,0,10841
25141,4399,0,10726
38547,7021,0,11019
20862,3706,0,10996
45481,8457,0,10773
51361,9668,0,10843
8918,1569,0,10775
50337,9447,0,10769
22312,3956,0,10733
49061,9191,0,10743
22044,3905,0,10764
27588,4820,0,10795
4339,763,0,10717
218,39,0,10773
19610,3459,0,10821
7144,1218,0,10977
1657,304,0,10773
5040,880,0,10800
126,24,0,10717
41756,7663,0,10717
1297,236,0,10748
27095,4736,0,10738
47429,8848,0,10734
46674,8702,0,10715
28137,4889,0,11024
14578,2563,0,11027
39183,7140,0,10979
31124,5433,0,10724
76,16,0,10757
12900,2260,0,11027
1869,338,0,10762
19220,3392,0,10753
48377,9049,0,10764
37330,6752,0,10979
7967,1366,0,10757
42355,7785,0,10755
46920,8750,0,10715
51588,9716,0,10795
2943,511,0,10802
25983,4531,0,11020
9556,1685,0,10720
26474,4604,0,11005
41672,7649,0,10910
50164,9416,0,10727
12419,2179,0,11023
40272,7357,0,10833
35498,6340,0,10787
22276,3950,0,10719
46685,8704,0,10843
27637,4828,0,11018
5321,912,0,10827
24827,4348,0,11023
45786,8525,0,10924
46328,8628,0,10715
18667,3292,0,11024
23554,4156,0,10757
55885,10682,0,10725
26653,4644,0,11005
34121,6057,0,10764
16078,2818,0,11020
33915,6013,0,10988
2527,438,0,10938
53377,10120,0,10778
45677,8505,0,10808
26796,4671,0,10717
50757,9538,0,10734
51759,9753,0,10764
29552,5124,0,11023
10935,1938,0,10717
39128,7128,0,10781
25851,4506,0,11024
10993,1946,0,11020
27393,4783,0,10954
31608,5529,0,10764
19855,3510,0,10907
49789,9336,0,10759
30969,5396,0,10789
29120,5051,0,11019
27866,4858,0,11019
27436,4789,0,11025
37540,6800,0,11034
46782,8719,0,10760
36735,6618,0,10979
1098,205,0,10754
16459,2896,0,10753
31477,5505,0,10803
39789,7266,0,10773
39407,7184,0,10812
41263,7566,0,10975
31414,5490,0,10745
15290,2685,0,10755
30193,5248,0,10715
3233,564,0,10831
32066,5616,0,11033
52912,10020,0,10744
39946,7298,0,11034
40794,7459,0,11017
53942,10253,0,10959
20267,3584,0,10720
49101,9198,0,10757
7503,1291,0,10758
45820,8533,0,10721
44048,8140,0,11026
46552,8671,0,10802
24705,4332,0,11019
10896,1929,0,11024
17972,3160,0,11025
51286,9648,0,10828
38064,6915,0,10899
1365,247,0,10715
52897,10017,0,10715
45709,8511,0,10727
15980,2805,0,10792
41017,7497,0,11034
20654,3666,0,11022
10428,1856,0,10996
43043,7925,0,11023
39385,7179,0,10940
33734,5972,0,10778
42689,7851,0,11026
48609,9093,0,10780
2464,427,0,10719
11033,1955,0,11023
50144,9410,0,10717
1178,218,0,10825
18162,3194,0,11024
49907,9359,0,10715
46714,8709,0,10940
51605,9719,0,10718
54421,10364,0,10723
15972,2803,0,11023
47773,8927,0,10779
41932,7703,0,10766
47533,8872,0,10734
16851,2967,0,11025
37366,6761,0,10717
50058,9389,0,10821
51206,9635,0,10747
53205,10087,0,10755
53519,10154,0,10940
32067,5617,0,10715
15872,2786,0,11021
27193,4754,0,11024
55386,10593,0,10715
36687,6607,0,10787
34684,6175,0,10940
27844,4855,0,11017
36495,6558,0,10785
36378,6533,0,10787
9346,1644,0,10882
2451,425,0,10884
38215,6950,0,10940
6029,1027,0,10764
9523,1680,0,10818
25859,4507,0,10791
873,159,0,10862
28637,4974,0,10714
16360,2876,0,10820
36333,6523,0,10787
25353,4433,0,11024
35281,6297,0,10919
18307,3223,0,11020
24970,4368,0,11020
44006,8131,0,10834
24292,4269,0,11022
55928,10693,0,10795
53733,10203,0,10740
15882,2788,0,11022
43006,7918,0,10719
15895,2790,0,11020
23610,4165,0,11017
45984,8565,0,10760
32677,5744,0,10748
2476,430,0,10735
36797,6630,0,10988
50836,9556,0,10734
47848,8934,0,10780
23445,4135,0,10715
34587,6152,0,10787
4112,728,0,10727
19156,3376,0,10730
53066,10058,0,10891
37551,6802,0,10940
433,81,0,10735
52595,9943,0,10765
53021,10048,0,10931
47402,8842,0,10850
47873,8940,0,10716
51912,9787,0,10773
8135,1396,0,10998
46274,8616,0,10841
38926,7089,0,10940
29073,5042,0,11026
7960,1366,0,10762
23876,4208,0,10801
46900,8744,0,10834
19457,3431,0,10806
2119,382,0,10766
30992,5402,0,10795
26118,4551,0,11026
45848,8539,0,10717
44826,8311,0,10753
22156,3929,0,10715
6000,1021,0,10734
33959,6022,0,10735
11374,2004,0,11020
21354,3796,0,10780
36000,6443,0,10755
14648,2575,0,10735
41386,7592,0,10743
25514,4457,0,10795
26926,4697,0,11004
52487,9916,0,10744
10070,1785,0,10755
41047,7506,0,10825
23179,4092,0,10832
30994,5403,0,10764
1447,262,0,10734
48753,9120,0,10764
53972,10260,0,10779
21321,3788,0,11018
28188,4895,0,11022
6464,1107,0,10795
9118,1598,0,10827
44520,8249,0,10754
45223,8400,0,10755
16027,2811,0,11023
53657,10187,0,10761
49643,9310,0,10766
25954,4526,0,10876
15603,2741,0,11020
31164,5443,0,10715
36288,6512,0,10787
41632,7640,0,10720
12839,2248,0,11020
44103,8153,0,10882
39792,7266,0,10746
7882,1357,0,10767
42475,7814,0,10767
33928,6016,0,10979
11456,2017,0,11017
36402,6538,0,10979
37300,6745,0,10828
13117,2303,0,11020
11762,2067,0,11021
47400,8842,0,10795
41015,7496,0,10843
20750,3684,0,10817
51192,9631,0,10716
24553,4313,0,10825
11639,2048,0,11024
28071,4883,0,10795
6451,1104,0,10755
847,153,0,10717
21027,3732,0,10920
54078,10283,0,10753
12262,2156,0,11023
16127,2828,0,10794
28197,4896,0,11021
22152,3928,0,10996
15753,2767,0,10721
14932,2619,0,11026
26565,4626,0,10721
27096,4737,0,11002
28672,4980,0,10834
47088,8779,0,10904
8565,1497,0,10732
24072,4233,0,11027
5418,933,0,10720
14363,2529,0,10966
42208,7758,0,10715
55667,10652,0,10838
19450,3430,0,10742
18066,3177,0,10720
37441,6779,0,10988
37842,6865,0,10988
24267,4265,0,10996
25082,4388,0,11024
53938,10252,0,10959
48323,9035,0,10787
48916,9159,0,10754
11567,2037,0,10757
15151,2656,0,10756
36767,6624,0,10940
50775,9542,0,10835
40321,7363,0,10803
6190,1055,0,10717
3579,634,0,10717
12052,2117,0,10735
32971,5814,0,10988
43967,8121,0,10766
42328,7779,0,10785
22346,3962,0,10735
7901,1362,0,10727
35016,6250,0,10940
48436,9060,0,10794
13278,2335,0,10878
4835,839,0,10721
17334,3053,0,11020
32183,5637,0,10719
44579,8261,0,10844
50347,9449,0,10756
23531,4151,0,10768
22228,3940,0,10921
20904,3716,0,10803
51069,9604,0,10718
48189,9008,0,10785
2444,423,0,10715
19971,3528,0,10824
28739,4990,0,11021
16170,2836,0,11023
48663,9103,0,10795
36848,6642,0,10979
30027,5217,0,10834
53707,10196,0,10795
41930,7703,0,10717
41721,7658,0,10727
38766,7059,0,10795
16150,2832,0,11024
39237,7150,0,10787
50942,9577,0,10794
53270,10098,0,10753
25689,4480,0,11017
22532,3993,0,10720
29277,5078,0,11024
1285,235,0,10832
15695,2756,0,11023
12224,2149,0,11024
46141,8599,0,10755
54455,10372,0,10835
3534,623,0,10813
31660,5541,0,10938
5067,883,0,10717
19743,3485,0,10779
54987,10493,0,10903
15749,2766,0,11025
4406,776,0,10919
49722,9323,0,10723
18783,3312,0,11023
38432,6999,0,10865
32357,5672,0,10812
42652,7846,0,10755
23981,4221,0,11022
8133,1396,0,10787
12060,2119,0,10748
32197,5642,0,10720
16445,2895,0,11023
24783,4342,0,11022
33801,5990,0,10747
40470,7394,0,11017
45946,8560,0,10718
38511,7013,0,10979
27996,4874,0,11026
34606,6156,0,10734
31193,5448,0,10717
22320,3958,0,10766
52577,9939,0,10882
40430,7384,0,10773
19152,3375,0,10717
12782,2240,0,10745
40143,7330,0,10909
35265,6294,0,10800
26107,4550,0,10795
